target,state_availability,available_Rest,Rest_target_baseMean_bin,Rest_n_cells_target_bin,Rest_response_degree_bin,available_Stim8hr,Stim8hr_target_baseMean_bin,Stim8hr_n_cells_target_bin,Stim8hr_response_degree_bin,available_Stim48hr,Stim48hr_target_baseMean_bin,Stim48hr_n_cells_target_bin,Stim48hr_response_degree_bin,stratum_key,stratum_targets,permutable_stratum
ENSG00000171604,Stim8hr,False,NA,NA,NA,True,low,high,high,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high,24,True
ENSG00000171606,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,low,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",3,False
ENSG00000171608,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000171612,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",49,True
ENSG00000171617,Stim8hr,False,NA,NA,NA,True,low,high,low,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low,46,True
ENSG00000171621,"Rest,Stim8hr",True,high,high,high,True,low,high,low,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low",1,False
ENSG00000171649,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,high,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",42,True
ENSG00000171681,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",209,True
ENSG00000171700,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000171720,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,high,low,high,states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,31,True
ENSG00000171723,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,high,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",31,True
ENSG00000171735,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",54,True
ENSG00000171791,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",54,True
ENSG00000171793,"Rest,Stim8hr",True,high,low,high,True,high,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",53,True
ENSG00000171840,Rest,True,low,low,low,False,NA,NA,NA,False,NA,NA,NA,states=Rest|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low,34,True
ENSG00000171860,Rest,True,low,low,low,False,NA,NA,NA,False,NA,NA,NA,states=Rest|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low,34,True
ENSG00000171861,Stim8hr,False,NA,NA,NA,True,low,high,low,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low,46,True
ENSG00000171862,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",209,True
ENSG00000171865,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000171867,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,high,low,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",4,False
ENSG00000171960,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",119,True
ENSG00000171984,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,high,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",155,True
ENSG00000171988,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",35,True
ENSG00000172005,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000172007,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000172046,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",21,True
ENSG00000172059,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",212,True
ENSG00000172071,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,low,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",226,True
ENSG00000172081,"Rest,Stim8hr",True,high,low,low,True,high,low,low,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low",9,True
ENSG00000172086,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,high,high,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",6,True
ENSG00000172113,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,high,low,high,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",11,True
ENSG00000172164,Stim8hr,False,NA,NA,NA,True,low,low,high,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high,32,True
ENSG00000172171,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",119,True
ENSG00000172175,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",55,True
ENSG00000172183,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",4,False
ENSG00000172197,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,high,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",36,True
ENSG00000172215,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,high,high,True,high,low,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",1,False
ENSG00000172216,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,low,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",3,False
ENSG00000172244,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,low,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",30,True
ENSG00000172270,"Stim8hr,Stim48hr",False,NA,NA,NA,True,high,low,low,True,high,low,high,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",16,True
ENSG00000172292,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,high,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",27,True
ENSG00000172301,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",209,True
ENSG00000172315,"Rest,Stim8hr",True,low,high,low,True,low,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",2,False
ENSG00000172331,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,low,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",52,True
ENSG00000172345,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000172348,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,low,high,low,states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low,81,True
ENSG00000172354,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000172375,Stim8hr,False,NA,NA,NA,True,low,low,high,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high,32,True
ENSG00000172428,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",2,False
ENSG00000172456,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,low,high,low,states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low,81,True
ENSG00000172465,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",12,True
ENSG00000172466,"Stim8hr,Stim48hr",False,NA,NA,NA,True,high,low,low,True,low,low,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",8,True
ENSG00000172469,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,low,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",52,True
ENSG00000172543,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",20,True
ENSG00000172548,Stim8hr,False,NA,NA,NA,True,low,high,high,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high,24,True
ENSG00000172575,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000172578,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000172586,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,high,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",43,True
ENSG00000172663,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000172667,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",7,True
ENSG00000172671,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",43,True
ENSG00000172673,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,low,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",226,True
ENSG00000172716,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000172725,"Rest,Stim48hr",True,low,high,low,False,NA,NA,NA,True,low,high,low,"states=Rest,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",33,True
ENSG00000172731,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,high,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",40,True
ENSG00000172738,Rest,True,low,low,high,False,NA,NA,NA,False,NA,NA,NA,states=Rest|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high,58,True
ENSG00000172765,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",119,True
ENSG00000172766,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000172794,"Rest,Stim48hr",True,high,low,low,False,NA,NA,NA,True,low,low,low,"states=Rest,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",6,True
ENSG00000172819,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",22,True
